hash,filename,cadical_hack_gb,CaDiCaL_PriPro,CaDiCaL_PriPro_no_bin,CaDiCaL_PriPro_no_bin_no_proof,CaDiCaL_PriPro_no_proof,CaDiCaL_rp,CaDiCaL_sc2021,Cadical_SCAVEL01,Cadical_SCAVEL02,CaDiCaL_Stability_HC,cadical_watch_sat,clasp_336_HC_no_proof,clasp_336_HC_no_proof_crafty,clasp_336_HC_no_proof_frumpy,clasp_336_HC_no_proof_handy,clasp_336_HC_no_proof_jumpy,clasp_336_HC_no_proof_many,clasp_336_HC_no_proof_trendy,clasp_336_HC_no_proof_tweety,CleanMaple,CleanMaple_no_proof,CleanMaple_PriPro,CleanMaple_PriPro_no_proof,cms_expV_gbL,hCaD,hCaD_psids,hKis,hKis_psids,hKis_unsat,kissat_bonus,kissat_cf,kissat_crvr_gb,kissat_gb,Kissat_MAB,Kissat_sc2021_default,Kissat_sc2021_sat,Kissat_sc2021_sweep,lstech_maple,Maple_MBDR_BJL6_Tier2,Maple_MBDR_BJL7_Local,Maple_MBDR_Cent_PERM_10K,Maple_MBDR_Cent_PERM_75K,Maple_simp21,MapleSSV,MergeSat,MergeSat_nosimp,MergeSat_unsat,optsat_m21,optsat_R21,ParaFROST,ParaFROST_NoMDM,Relaxed_LCFTP,Relaxed_LCFTP_V2,Relaxed_LCFTP_V3,Relaxed_LCMDCBDL_BLB,Relaxed_LCMDCBDL_SCAVEL01,Relaxed_LCMDCBDL_SCAVEL02,SLIME_hess_no_rnd,SLIME_hess_rnd,SLIME_no_hess_no_rnd,SLIME_no_hess_rnd
29e101b66dfddb440e974b9feec5b1aa,spg_200_307.cnf.xz,98.7096,107.355,108.12,107.937,113.093,216.255,235.234,104.555,348.052,114.138,90.2901,timeout,timeout,245.997,215.152,timeout,timeout,timeout,timeout,220.808,219.446,385.764,381.896,725.21,92.5669,79.8977,33.0584,484.3,36.0664,timeout,45.3898,30.7624,21.7423,33.0695,65.6526,29.9497,40.3999,137.285,42.5664,43.8541,1310.28,1298.54,299.845,48.7772,failed,failed,failed,286.584,213.71,64.6907,49.434,167.148,185.712,311.88,44.7463,60.4419,123.204,129.262,72.0937,129.103,58.6532
2a0f12ac393b2fb15f0dcc45c00e7434,sum_of_3_cubes_108_bits_52.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2a6f21741efb8f8abbfdfe30f22ba9f8,Mycielski-11-hints-4.cnf.xz,1118.67,944.423,876.492,924.69,875.585,1036.69,829.913,1088.65,1990.77,1275.22,972.845,1408.67,1012.92,670.554,954.113,timeout,1507.19,1416.23,2437.71,2174.95,2169.57,timeout,timeout,349.221,1339.84,934.214,495.067,445.735,378.657,424.383,485.701,416.823,385.386,378.266,903.236,721.513,941.764,261.559,266.675,334.596,255.721,250.117,263.948,251.184,116.574,115.164,118.123,254.855,263.036,594.313,544.209,332.144,307.756,318.938,308.931,316.043,334.098,319.658,373.664,336.831,386.739
2ba50be551d72853ba662e11371b24c1,at-least-two-traffic_b_unsat.cnf.xz,770.538,622.864,615.52,612.492,614.145,759.1,724.682,720.531,915.74,835.116,827.106,263.542,233.851,295.916,479.223,317.609,294.911,288.798,300.284,1293.61,1300.79,837.394,861.051,515.125,697.851,739.739,379.118,233.43,392.251,198.52,222.574,221.224,219.769,289.934,236.679,358.585,249.623,233.191,272.759,270.032,281.487,279.23,312.872,187.062,285.048,296.315,287.854,171.859,323.324,504.76,305.425,294.836,252.234,231.718,150.656,342.169,259.022,268.321,263.707,383.181,353.719
2dd2843e84e1c73b9a3fd45d4f13a2fa,ktf_TF-3.tf_2_0.02_24.cnf.xz,timeout,3698.17,3696.47,3626.49,3766.62,timeout,timeout,timeout,4432.68,timeout,4719.89,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4589.31,timeout,timeout,timeout,3207.43,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
30c44e6084a893593d64d500551872cb,Circuit_multiplier34.cnf.xz,697.495,1100.32,1098.15,1093.19,1108.19,1376.54,1120.81,726.69,456.875,854.83,458.267,3241.66,996.961,2773.46,2478.71,170.18,3188.69,3189.31,4648.47,timeout,timeout,timeout,timeout,1920.65,101.861,469.281,141.676,1033.18,1481.99,1352.17,1150.76,592.922,3.18993,1455.25,269.333,2121.35,1688.56,227.755,1126.36,2456.41,2021.92,1428.89,178.176,835.769,2621.6,2636.29,2665.67,175.954,173.815,936.538,1455.09,2530.35,2515.76,2416.03,982.564,1395.48,3317.15,1713.14,1054.23,2206.56,1958.79
31311e688a1ec28c827c0878786e3c18,puzzle42_sat.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
316e22c7acf697be27514ffda0381ebc,2bitcomp_5.hg_20.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3874.45,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1716.76,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1330.65,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
31c4aacd83bfd2aa7a9762a5b463b992,MVD_ADS_S11_7_7.cnf.xz,1.16742,0.893082,0.905755,0.871771,0.870334,1.17931,1.04607,0.484149,0.491768,1.10877,0.886737,246.25,244.252,127.514,243.483,245.386,254.596,249.902,128.935,timeout,timeout,timeout,timeout,0.369515,0.681974,0.632956,0.388617,0.984532,0.650632,0.428797,0.38876,0.384876,0.371337,0.44024,0.849033,0.527516,0.834384,846.261,840.844,823.224,1017.97,1018.12,787.532,849.196,0.364241,0.342417,0.347032,786.905,805.377,38.1489,41.276,889.324,889.216,1064.99,837.023,838.972,837.206,876.909,864.869,890.847,873.654
324b2441c6f1fa9d5f3cf3a4c8447fc7,SC21_Timetable_C_512_E_66_Cl_34_S_35.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
32a7129c1bf7922f8cfa7748db5b5268,b2005-p3-14x14c17h9-Ser3-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3334919f6e241ce87c5b91ed90fc0c1c,edit_distance031_284.cnf.xz,2207.13,1775.79,1803,1768.82,1759.9,2139.71,1757,2496.28,1497.48,2401.88,2412.75,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4634.17,timeout,1854.37,4175.7,1868.55,1735.13,1212.61,timeout,4775.04,4439.37,1909.61,1100.43,timeout,1146.51,4690.38,timeout,timeout,timeout,timeout,3047.4,3763.24,timeout,timeout,timeout,2854.26,3175.48,1716.33,1761.1,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
334aa882de28856fc8c75885285d2a3c,HCP-446-105.cnf.xz,2217.11,1272.4,1258.4,1241.83,1250.63,947.689,1485.64,1632.96,1246.59,969.619,989.651,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3497.22,2524.3,891.499,2490.9,1604.95,1611.64,969.338,1871.7,3124.53,2915.91,1893.62,1374.91,4579.99,1974.03,timeout,timeout,timeout,timeout,timeout,timeout,4740.26,failed,failed,failed,timeout,timeout,1587.3,1679.36,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
33e82a3b6df2b2b63291775c0133a32f,MVD_ADS_S1_5_5.cnf.xz,0.909784,0.80203,0.809689,0.78069,0.777829,0.916164,0.912259,1211.08,timeout,0.921234,0.823101,263.649,260.414,138.726,263.374,261.915,263.123,263.49,129.282,timeout,timeout,timeout,timeout,0.767456,0.890992,0.904146,0.490632,0.495659,0.623468,0.548559,0.500585,0.476351,0.474796,0.606892,0.550301,0.509461,0.502365,1129.25,1146.04,1134.56,1276.36,1292.96,1043.48,1136.62,0.495189,0.497659,0.495457,1054.07,1038.33,57.4749,57.3172,1172.63,1199.9,1169.39,1125.62,1126.57,timeout,1206.33,1192.34,1206.03,1206.2
34c4f43536cffc580a87e655b4100332,79.smt2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
36503f7af8c8352b64ec2104cd2499c5,Circuit_multiplier45.cnf.xz,timeout,4612.71,4581.69,4562.13,4551.37,4103.56,timeout,171.076,2261.82,timeout,4843.37,timeout,4984.22,timeout,timeout,2285.2,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1539.5,1862.94,4416.18,4166.15,370.361,2312.65,3850.14,timeout,3062.65,4356.3,1236.97,timeout,469.479,timeout,timeout,4598.13,2761.5,timeout,1677.68,4520.75,4513.87,timeout,timeout,timeout,4187.96,timeout,timeout,2098.55,timeout,408.025,2659.25,3177.37,timeout,3314.7,1203.58,341.248
36c02f64976f4c45a9e6bfb361d08316,edit_distance031_283.cnf.xz,2344.28,1714.5,1709.16,1687.4,1752.93,2177.6,1225.9,1909.64,1862.11,2339.22,2131.53,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3890.21,4186.74,1843.11,4719.32,2160.1,1958.08,1214.73,4196.36,4394.04,3765.46,1888.47,1198.17,timeout,1511.88,timeout,4574.73,timeout,timeout,timeout,4074.1,4077.83,timeout,timeout,4509.52,2534.11,3204.38,1743.5,1580.45,4598.22,timeout,timeout,timeout,timeout,3988.25,timeout,timeout,timeout,timeout
36ffefcf54eb9e407652175766f21d83,b2005-p2-14x14c17h9-Ser5-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
376fa5669a710c95b0b8d4c7a798f9f0,prime_a22_b22.cnf.xz,224.934,182.919,183.252,182.921,180.873,176.72,153.052,3.4111,192.806,144.596,30.6714,229.802,510.923,849.202,1501.95,293.532,235.943,229.98,1726.77,760.229,764.46,642.933,647.072,62.1049,39.5232,56.1961,139.597,71.7816,393.739,413.349,301.444,43.816,39.8083,25.9361,123.585,13.3185,121.231,194.355,57.1673,182.062,236.472,376.509,283.567,141.888,748.087,753.214,846.729,298.659,111.887,147.088,204.677,303.207,238.076,212.127,391.098,51.1145,588.96,270.013,502.836,635.581,502.115
3859d592ef722f4f6e6a204a8f7fb30e,20-100-frag12-32_sat.cnf.xz,3301.55,2378.57,2333.7,2332.48,2324.22,3456.63,3480.95,4822,4896.1,timeout,4367.02,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2694.28,852.593,timeout,2033.04,timeout,4787.95,timeout,2286.95,1393.47,1603.97,2405.8,2229.38,1494.45,1779.53,723.252,815.568,1863.33,1291.28,1281.68,974.509,4149.63,3935.05,3913.89,timeout,2865.86,1213.91,3621.11,timeout,1908.24,2786.01,2722.92,1539.55,1804.39,887.834,1703.41,658.519,2025.32,1973.79
3a81b9d45f7bdbe5fec702d1f1aa5c12,MVD_ADS_S3_5_5.cnf.xz,0.931453,1.00243,0.987821,0.956287,0.961379,0.93549,0.983265,1009.6,timeout,0.946395,0.970849,261.325,270.603,154.17,262.164,265.094,261.624,261.348,160.843,timeout,timeout,timeout,timeout,0.842828,1.043,0.943077,0.500703,0.521974,0.662884,0.533567,0.514428,0.493489,0.496884,0.538028,0.535216,0.55983,1.02187,1321.87,1336.02,1332.42,1490.76,1487.48,1242.33,1349.94,0.582398,0.58152,0.576097,1244.82,1231.3,40.1799,40.7934,1381.35,1376.53,1377.63,1332.52,1334.63,timeout,1401.49,1413.46,1418.81,1406.42
3aef3d8d02941ba7ddb18adc128259ae,php12e12.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3b784f7f6fab6c024647a18855f6edaf,spg_300_301.cnf.xz,492.816,137.903,137.968,136.029,135.963,119.375,142.473,117.623,918.469,563.648,273.711,timeout,timeout,321.304,timeout,timeout,timeout,timeout,4397.25,timeout,timeout,4549.03,4597.95,2460.59,188.604,1495.92,2692.51,1056.35,727.744,116.225,242.436,112.491,217.048,73.0278,65.4077,183.565,65.2253,404.845,134.034,137.366,140.563,141.789,696.799,133.962,failed,failed,failed,699.06,879.072,102.088,89.6454,80.2273,118.711,85.9134,90.129,1022.59,91.9076,157.711,1303.72,156.02,2009.63
3bdc1cbc7fde3c8f1ca958dc82a75b72,puzzle39_sat.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,614.309,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,856.289,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3841.39,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4289.32,timeout,timeout,timeout
3c15c8fb5153b9d758a9eb16c66adc5d,WS_500_16_70_10.apx_0.cnf.xz,3451.18,73.9299,76.787,75.5008,72.0589,2595.91,2358.4,3272.85,2296.75,2486.52,4266.8,2770.34,14.4964,1398.79,2905.26,2924.8,3024.91,2702.79,2481.73,timeout,timeout,2719.57,2708.81,110.636,253.452,2404.47,833.63,4625.69,1641.83,3678.35,409.976,496.544,1329.97,142.707,165.336,8.69283,166.436,2408.83,2488.4,433.17,1131.19,1143.56,2371,674.014,2416.27,2475.51,266.794,2800.08,2851.3,1560.8,3645.19,639.075,792.922,2021.55,688.207,497.384,1448.43,731.608,357.909,477.9,700.899
3cff772a004fbdf616a65ec099ec7bd5,b2005-p1-12x12c10h7-Ser4-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3d8792b5f559f33ea583a09c33f683b1,puzzle34_sat.cnf.xz,1307.95,88.0414,87.7348,84.2383,86.6853,553.099,596.067,577.29,timeout,1372.08,884.22,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,245.383,4574.31,1368.86,328.268,3259.44,timeout,322.11,1319.22,577.909,1364.36,1030.68,311.777,291.014,timeout,3461.5,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,360.953,timeout,timeout,timeout,timeout,1405.56,timeout,timeout,timeout,timeout,4053.21
3dbec93f8c175baca8de46833656c7bf,puzzle36_sat.cnf.xz,637.625,763.643,764.498,788.046,762.662,timeout,timeout,timeout,timeout,timeout,467.857,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4072.29,timeout,timeout,timeout,timeout,timeout,4373.93,817.576,1624.83,177.042,timeout,4263.87,timeout,4480.19,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,3894.74,1823.22,timeout,timeout,timeout,timeout,timeout,timeout,988.256,1587.9,1832.48,timeout
3dd4302478db90092c889a6db40ada5c,sum_of_3_cubes_42_bits_96.cnf.xz,382.055,366.807,390.618,379.361,373.519,4534.3,383.764,367.545,1484.74,76.4111,1224.2,timeout,timeout,646.369,timeout,timeout,timeout,timeout,timeout,598.272,599.668,840.57,841.193,1292.75,143.649,1991.4,71.8376,timeout,439.754,timeout,1891.88,41.432,234,1399.57,228.484,693.363,661.705,12.833,1425.91,1152.71,459.106,timeout,251.17,timeout,failed,failed,failed,546.319,3935.85,4638.02,743.474,406.364,539.267,529.856,4130.89,1192.21,1421.1,2833.85,2753.49,1087.76,1065.43
3e40fa8f358f7cd6fa72f3826d2cc74d,quad_res_r28_m29.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3e484a82136768ef3f36517dfdb509d6,Mycielski-10-hints-5.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3f9fdded562e5b47d8b3dbcf4271a6ce,Mycielski-10-hints-7.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
4106867bc76b8794330a205cf8a303ad,bvsub_19952.smt2.cnf.xz,4006.45,timeout,timeout,timeout,timeout,timeout,3950.95,3645.29,timeout,timeout,3913.25,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3800.4,timeout,timeout,timeout,timeout,4576,3315.05,1958.51,1770.83,3886.51,2081.52,3024.64,2655.47,1899.99,1292.04,2457.27,814.016,711.72,745.066,timeout,3983.13,3457.69,4143.02,4088.03,3822.97,3539.7,failed,failed,failed,3866.17,2479.35,1850.6,2133.87,2985.32,2871.09,2821.68,4312.75,3419.35,3302,4716.24,timeout,timeout,timeout
41d15591fed06eb2e4e2f9ace5de25e9,ktf_TF-4.tf_4_0.04_35.cnf.xz,1611.45,1169.49,1223.88,1143.34,1143.55,1545.29,1678.05,1562.67,1592.21,1783.44,1288.19,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4094.47,2270.87,1564.05,2238.52,2029.26,2221.67,1228.63,2631.25,2019.41,1863.7,2272.42,2387.86,4162.16,2726.11,4195.52,4355.93,3788.58,4895.84,4323.3,4271.27,2764.55,failed,failed,failed,4821.06,3540.33,1629.99,1623.12,4866.19,timeout,timeout,3547.34,4417.41,4721.69,3451.43,3190.51,3940.02,3601.01
430ba56a847b87445b66b9df28f14d05,20-100-lambda100-14_sat.cnf.xz,70.5852,68.3863,68.1859,67.2417,67.1955,21.7544,68.1327,68.8404,69.8177,78.4354,94.3477,673.557,2444.23,timeout,374.113,959.405,682.695,692.103,706.713,515.932,515.197,553.623,545.821,171.217,85.1681,65.9682,102.932,92.4973,53.8366,78.96,55.4412,79.2615,124.203,127.183,107.977,171.719,111.15,98.1602,95.17,117.294,262.852,268.673,113.722,148.036,failed,failed,failed,113.834,87.0893,77.0638,135.713,109.706,146.698,147.347,90.4104,109.149,86.9964,104.915,114.36,140.44,127.992
4513c58c16e72a34f9f8518db7baeb9e,ktf_TF-3.tf_3_0.02_24.cnf.xz,144.541,101.241,101.135,94.5841,99.8868,127.26,185.62,151.164,209.624,132.535,137.336,1437.37,1402.55,1629.8,1687.83,2633.34,1432.13,1415.15,766.707,1004.63,1128.46,915.686,912.142,226.669,144.25,149.169,179.394,204.108,196.616,137.979,187.672,196.168,204.266,194.181,237.52,326.262,276.072,193.231,169.458,151.613,226.812,239.349,144.317,162.206,failed,failed,failed,146.805,153.42,143.514,129.204,182.066,223.267,181.258,150.866,160.295,174.888,154.405,189.2,186.66,154.931
462664d89a909e25001e8861f3310210,20-100-frag12-14_sat.cnf.xz,196.016,169.972,167.852,168.024,156.351,223.378,196.12,216.528,243.101,231.396,153.075,652.134,677.583,1610.98,360.175,888.361,722.361,696.078,153.566,1778.96,1764.42,1455.2,1456.91,103.5,151.828,163.67,228.243,239.5,278.939,203.74,178.131,190.323,72.5324,200.014,321.7,201.435,328.793,73.8742,221.556,270.118,218.046,218.43,170.258,157.314,failed,failed,failed,147.237,138.627,241.316,301.522,262.709,167.865,119.127,170.02,89.9068,229.965,172.376,281.226,138.883,197.624
4a6268945652964c9b86b7c15425c0fe,spg_330_400.cnf.xz,361.449,timeout,timeout,timeout,timeout,timeout,176.27,518.688,584.51,timeout,226.471,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,812.736,818.58,988.16,399.276,1201.56,3411.24,2179.4,150.957,timeout,timeout,2840.42,136.043,timeout,432.601,492.013,230.084,418.724,716.555,884.107,836.308,809.547,120.882,timeout,failed,failed,failed,122.893,137.097,131.366,timeout,timeout,1805.15,701.067,timeout,785.109,1266.27,1988.65,timeout,1945.94,1471.87
4a669e0b7acaad9901925292aa5aeccd,143.smt2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
4a6a4f1f6c0d5adc639e823d1516ace5,at-least-two-traffic_f_unknown.cnf.xz,1049.91,932.007,931.052,927.501,927.915,1020.18,729.106,965.086,1109.98,899.263,983.335,309.756,236.653,248.046,328.779,280.725,289.02,314.968,307.789,1411.14,1409.71,811.294,802.655,465.76,995.804,1048.14,227.037,238.341,249.614,191.948,401.302,219.961,205.327,267.481,253.516,250.419,260.609,240.144,334.243,328.51,251.276,248.058,334.652,191.793,276.146,273.255,276.329,206.14,330.479,496.291,279.422,312.213,262.341,272.407,208.217,308.083,293.994,471.995,357.377,334.624,456.527
4b65652b89a4cf69d9aaeba0aff08ffe,at-least-two-aaai10-planning-ipc5-pathways-17-step20.cnf.xz,485.384,382.712,392.62,362.249,359.749,506.247,359.381,429.824,409.353,419.442,326.521,1387.34,1945.71,timeout,1025.25,1832.73,1396.22,1390.61,3003.7,2205.19,2202.35,3695.52,3682.02,191.919,458.464,398.669,181.247,191.251,289.186,133.979,214.543,147.284,128.357,262.012,171.155,193.863,146.925,440.857,352.553,379.772,688.816,698.78,430.561,294.325,failed,failed,failed,195.431,261.555,337.223,326.106,795.669,467.334,1065.7,402.979,684.545,479.211,362.069,420.707,441.097,471.029
4ba2c1aa580b6497df6baf5e7e2c87be,at-least-two-vmpc_28.cnf.xz,3194.17,2526.23,2551.83,2501.61,2497.11,4717.81,3537.93,3478.36,4887.99,timeout,3615.52,1904.75,1305.32,343.518,913.913,223.921,1964.54,1909.55,359.645,4039.66,4033.14,568.273,567.822,1192.7,4427.43,3367.38,timeout,2058.52,timeout,1029.34,1457.69,3458.63,timeout,1670.59,1050.95,1809.57,1038.81,111.368,192.19,500.328,252.06,253.709,243.826,351.295,293.251,296.39,667.366,248.048,117.485,2407.95,697.521,563.518,283.27,153.099,148.815,113.478,4651.31,328.268,363.699,336.424,637.802
4bed9fdbef6375a8c390006131d4e29c,sum_of_3_cubes_51_bits_80.cnf.xz,2836.58,timeout,timeout,timeout,timeout,timeout,timeout,timeout,380.157,timeout,timeout,0.32717,timeout,timeout,0.325521,timeout,0.325859,0.32486,timeout,timeout,timeout,timeout,timeout,timeout,743.205,timeout,117.827,timeout,62.2688,timeout,73.0198,67.7794,678.246,2304.98,timeout,942.129,558.498,108.238,2098.62,3300.38,1805.5,1832.42,4171.61,timeout,failed,failed,failed,290.957,278.109,54.885,timeout,1572.14,1700.7,3618.31,timeout,55.6569,4113.68,609.753,903.216,408.843,634.652
