hash,filename,cadical_hack_gb,CaDiCaL_PriPro,CaDiCaL_PriPro_no_bin,CaDiCaL_PriPro_no_bin_no_proof,CaDiCaL_PriPro_no_proof,CaDiCaL_rp,CaDiCaL_sc2021,Cadical_SCAVEL01,Cadical_SCAVEL02,CaDiCaL_Stability_HC,cadical_watch_sat,clasp_336_HC_no_proof,clasp_336_HC_no_proof_crafty,clasp_336_HC_no_proof_frumpy,clasp_336_HC_no_proof_handy,clasp_336_HC_no_proof_jumpy,clasp_336_HC_no_proof_many,clasp_336_HC_no_proof_trendy,clasp_336_HC_no_proof_tweety,CleanMaple,CleanMaple_no_proof,CleanMaple_PriPro,CleanMaple_PriPro_no_proof,cms_expV_gbL,hCaD,hCaD_psids,hKis,hKis_psids,hKis_unsat,kissat_bonus,kissat_cf,kissat_crvr_gb,kissat_gb,Kissat_MAB,Kissat_sc2021_default,Kissat_sc2021_sat,Kissat_sc2021_sweep,lstech_maple,Maple_MBDR_BJL6_Tier2,Maple_MBDR_BJL7_Local,Maple_MBDR_Cent_PERM_10K,Maple_MBDR_Cent_PERM_75K,Maple_simp21,MapleSSV,MergeSat,MergeSat_nosimp,MergeSat_unsat,optsat_m21,optsat_R21,ParaFROST,ParaFROST_NoMDM,Relaxed_LCFTP,Relaxed_LCFTP_V2,Relaxed_LCFTP_V3,Relaxed_LCMDCBDL_BLB,Relaxed_LCMDCBDL_SCAVEL01,Relaxed_LCMDCBDL_SCAVEL02,SLIME_hess_no_rnd,SLIME_hess_rnd,SLIME_no_hess_no_rnd,SLIME_no_hess_rnd
6e297bdb1c3f957f6333c37804805ecb,spg_200_301.cnf.xz,94.0291,90.8147,90.6574,89.9778,90.0609,211.136,647.345,263.82,346.653,705.805,240.109,timeout,timeout,timeout,977.511,timeout,timeout,timeout,timeout,1800.64,2068.76,timeout,timeout,863.497,94.671,70.891,32.4062,88.0591,22.0737,28.9958,53.4947,40.6659,565.898,78.4962,35.8966,31.196,36.5974,63.0221,453.098,timeout,135.28,134.78,142.504,84.8398,failed,failed,failed,143.687,118.258,50.7752,49.7227,176.394,204.874,226.24,51.93,160.603,156.686,98.469,94.1401,113.245,505.197
6fbed10d0ff5bea497d26c08ad2f8009,scc_1213_40_10_3.apx_0.cnf.xz,154.685,764.697,789.933,730.384,732.4,194.982,437.633,670.045,18.5113,443.236,44.6648,383.215,327.712,152.919,145.508,144.747,394.795,422.979,131.899,timeout,timeout,timeout,timeout,1409.65,765.31,18.8966,703.527,527.408,22.2791,145.708,189.33,49.3465,194.909,61.1401,54.007,26.7981,35.6218,702.569,1883.81,968.326,450.39,447.017,527.842,2260.55,521.961,520.376,403.915,531.726,1192.75,156.939,132.178,2219.22,2393.95,1656.76,860.554,941.477,462.126,978.481,762.795,929.97,758.947
7029fb4ec7af44f5962539a33e55645e,bvsub_08985.smt2.cnf.xz,576.397,675.485,681.24,657.726,647.464,1528.81,551.443,501.712,487.984,497.269,304.551,1253.76,887.724,timeout,1146.15,2011.12,1247.05,1255.75,640.661,timeout,timeout,1748.5,1748.33,785.419,1121.62,404.409,272.267,706.429,380.928,668.452,434.092,431.011,382.739,396.481,421.228,267.728,364.563,1139.51,789.685,604.789,727.637,732.571,720.832,1029.67,failed,failed,failed,658.882,660.824,272.73,378.604,719.741,550.72,515.713,983.39,839.785,677.969,1055.51,851.318,881.233,1071.17
70903c09156674cc1b0c35794cfe3d06,20-100-lambda100-14_unsat.cnf.xz,84.3969,56.7992,56.8001,55.3413,55.4413,82.3694,67.9361,69.8185,81.5066,84.6111,67.7643,404.02,1600.94,timeout,237.59,827.739,400.727,414.11,544.649,808.542,801.557,972.916,970.576,172.448,82.7559,68.94,124.562,91.0929,99.9875,104.546,107.014,107.154,125.795,70.8919,83.9294,152.629,88.2292,129.623,114.793,105.2,221.114,234.055,82.5489,94.4303,failed,failed,failed,109.301,81.2344,134.979,151.261,101.083,100.821,90.9895,114.405,97.9194,97.5634,91.1602,88.5354,85.2003,88.6966
715f24a25c666b1a4c9991b16b880ea6,HCP-506-60.cnf.xz,65.7818,51.8953,52.426,51.0688,49.1284,306.261,72.814,49.316,79.9889,54.0163,46.3867,timeout,timeout,timeout,2835.78,timeout,timeout,timeout,885.13,457.962,456.035,865.098,861.649,257.725,77.6501,152.84,64.2829,180.977,104.159,74.4539,122.355,67.5927,46.1433,73.6572,143,274.747,155.54,954.241,1665.92,2369.21,107.651,106.059,156.253,timeout,failed,failed,failed,370.984,156.602,131.211,94.7467,2080.15,2411.2,193.521,192.078,115.382,276.259,1116.4,1080.1,2435.9,121.225
71f0b3190b8b37d31e4e800e749336da,quad_res_r34_m36.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
747955bb7addf0fb6fe4d465a9cbd035,randomG-B-Mix-n15-d05.cnf.xz,62.5562,67.5599,67.3442,65.1743,65.4296,64.6911,140.135,55.6755,282.632,54.2662,56.2693,97.2798,76.8174,55.1851,103.931,111.139,97.9888,97.8351,132.702,559.928,598.815,461.768,460.514,81.5234,85.6724,67.3714,230.574,189.155,119.658,167.967,223.072,227.49,206.224,154.966,131.228,144.293,134.744,107.676,122.504,118.857,125.276,129.558,115.2,77.409,164.087,160.986,160.442,117.039,117.532,86.6883,75.8024,137.515,130.482,139.348,98.6594,105.491,419.412,134.073,145.694,142.376,144.631
7853e2d2e64015f2aa08678e5c43a339,vlsat2_702_14170.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3652.66,timeout,timeout,timeout,timeout,3146.43,3148.56,timeout,timeout,timeout,timeout,timeout,67.3998,timeout,timeout,202.85,1005.82,timeout,587.745,1221.98,17.3614,668.059,135.241,270.751,1020.9,945.405,146.571,1005.04,1021.82,1022.78,1021.25,576.896,timeout,167.927,182.868,182.358,568.079,timeout,timeout,timeout,618.753,623.347,621.76,935.304,255.929,772.912,514.453,690.188,613.421,607.028
78b4757f584ac49ad29c072fc02fabb2,ktf_TF-1.tf_4_0.06_101.cnf.xz,timeout,timeout,timeout,timeout,timeout,19.8677,157.716,61.193,72.4249,904.342,184.311,timeout,timeout,49.0723,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,58.762,680.787,timeout,346.968,579.162,342.747,767.63,25.332,185.876,34.0897,20.551,165.406,124.245,174.991,0.794806,0.958363,0.952181,151.122,151.073,177.279,timeout,failed,failed,failed,821.952,2686.97,212.724,381.506,0.939401,0.940159,0.942671,0.943172,0.945191,0.938852,0.908896,0.901885,0.903257,0.903396
79d2eae74f2b790d821578d9b7f675c0,Mycielski-10-hints-6.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
7a044c997ede14d00002f1db39d45170,sum_of_3_cubes_37_bits_87.cnf.xz,1560.56,44.2595,43.9904,43.8025,43.2187,409.22,926.99,2341.75,257.664,2220.39,374.391,2722.13,1199.94,timeout,3903.28,timeout,2542.44,2534.59,1236.02,timeout,timeout,timeout,timeout,2808.29,875.45,1761.8,405.748,3065.64,1172.52,1387.85,167.643,2110.46,1390.19,2406.7,2056.56,1120.67,1563.03,189.878,636.319,1401.9,2133.7,123.967,259.391,101.512,failed,failed,failed,1547.33,1215.69,3542.73,1551.71,3459.66,1783.93,2346.73,1883.81,127.691,1545.38,207.34,4475.97,3035.38,1795
7ad04c4bd69b985c6568ecb0e49e0c59,ktf_TF-8.tf_4_0.06_109.cnf.xz,timeout,796.18,805.777,777.312,779.988,298.61,20.5736,3252.02,3671.31,266.749,3028.7,timeout,timeout,669.405,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,394.824,timeout,923.741,timeout,673.723,timeout,772.178,240.03,140.943,1489.41,720.808,1764.94,737.839,24.0881,403.71,178.071,320.381,323.026,timeout,timeout,failed,failed,failed,timeout,1078.36,359.059,246.371,188.633,177.345,133.376,1031.23,315.417,182.784,193.522,140.315,459.426,147.523
7c701181500b379f02aa3e050d6f5144,MVD_ADS_S6_6_6.cnf.xz,1.59129,2.37707,2.40492,2.36635,2.33621,1.60739,1.67059,398.175,4688.51,1.73499,1.95938,286.433,286.122,156.855,283.151,294.431,282.046,285.182,169.33,timeout,timeout,timeout,timeout,2.35065,2.15184,1.76905,1.59227,1.18807,1.56779,1.63352,1.59151,1.44291,1.33432,1.39552,3.8647,2.67843,3.96218,996.187,996.236,998.084,1198.1,1200.55,950.269,998.005,0.95507,0.949197,0.951476,952.765,931.929,110.931,102.497,1048.32,1034.9,1040.32,979.253,993.442,timeout,1039.08,1043.28,1050.75,1053.86
7e36c51e4ba07b5d291864732d105a36,Mycielski-10-hints-9.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
7eb9c20f8abef093eeb2bcd69e709b95,string_compare_safety_cbmc_unwinding_600.cnf.xz,549.145,505.94,503.716,491.967,497.176,572.663,749.431,611.265,847.501,665.37,596.073,3687.52,timeout,timeout,2995.88,3744.82,3712.76,3612.83,4080.29,timeout,timeout,timeout,timeout,1726.54,588.823,526.139,676.165,795.807,611.099,572.038,758.188,759.555,726.866,768.112,1085.92,1294.59,1079.74,1322.35,1942.25,2267.44,1833.19,1896.47,1517.62,2601.34,failed,failed,failed,1455.56,1384.5,1515.12,1475.64,1760.61,2338.51,2309.3,2946.98,1997.01,1862.92,2442.4,2591.76,2512.02,2702.91
7ecf9c45c29d706fd0020fbf177e6809,Mycielski-10-hints-10.cnf.xz,125.293,100.924,103.892,102.376,103.723,125.395,93.5509,132.52,257.962,128.352,114.983,131.485,91.2637,77.6797,179.269,270.844,165.82,161.643,645.849,491.016,489.484,673.128,670.944,105.558,120.617,110.292,94.5498,117.436,96.4183,109.158,102.222,106.116,101.946,122.77,88.4912,75.592,99.1738,94.4347,74.556,66.7491,81.5592,81.6975,68.4596,77.669,50.6486,50.6092,51.1328,65.2745,67.4922,114.152,116.873,86.8804,68.2804,66.7401,72.9753,100.419,72.5366,85.5444,103.957,91.8187,66.7789
7efdf72de31fa82aeceb7acbc29a59bf,vlsat2_113_1150.cnf.xz,12.7849,486.03,484.48,450.96,456.631,2060.11,timeout,4376.15,121.656,228.884,271.338,243.706,timeout,timeout,46.975,25.342,222.818,247.572,118.145,431.504,428.118,timeout,timeout,14.3593,1674.66,306.479,0.672289,11.7893,14.081,0.655768,0.69695,0.586104,0.598172,11.0943,428.058,286.093,680.134,10.5468,36.3656,36.6223,37.1869,36.8107,1030.82,timeout,25.7531,26.1867,25.7728,1186.96,30.6431,336.701,8.57881,1306.01,1267.2,1269.15,1045.17,38.6639,1178.55,8.1015,8.11306,8.13126,8.10892
7f3b49026cf0ec9d2d76b0d9b2c61f8e,HCP-424-60.cnf.xz,708.856,549.14,549.137,540.869,545.779,671.473,665.777,688.139,698.58,763.547,582.688,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1268.17,95.0506,715.985,495.308,1203.5,770.405,679.616,525.059,171.921,905.879,679.845,1084.79,826.549,1179.63,306.145,686.96,399.256,470.813,471.137,542.012,1671.79,failed,failed,failed,592.604,541.178,985.157,727.586,1250.45,1180.56,367.353,956.503,1784.95,563.2,1248.02,555.829,554.282,722.487
81392be4e5fc7aa2232c1f460321e0c6,string_compare_safety_cbmc_unwinding_680.cnf.xz,887.422,794.782,771.376,770.471,767.12,998.733,1028.53,886.647,1068.41,934.582,778.737,3453.87,timeout,timeout,3590.48,4832.9,3420.26,3421.39,4935.65,timeout,timeout,timeout,timeout,2021.91,840.98,755.81,921.844,1145.18,774.517,686.706,1045.82,824.82,1133.95,1140.63,1368.76,1652.1,1149.33,1621.56,2687.85,2322.92,2493.8,2543.44,1881.66,3159.71,failed,failed,failed,1652.09,1560.4,3052.27,2713.59,2952.35,3102.26,2324.79,3973.1,2107.86,2534.37,3001.45,3127.36,3086.52,3077.21
8226a866770c4e3da127e54ca0dbd496,SC21_Timetable_C_466_E_62_Cl_31_S_30.cnf.xz,230.256,1175.58,1174.36,1187.13,1159.11,77.1272,193.652,208.141,113.603,3897.19,1392.22,101.117,89.3944,timeout,69.5577,238.379,50.7004,51.0152,128.417,526.37,518.054,650.533,639.016,213.005,159.265,timeout,308.028,timeout,timeout,timeout,366.548,159.127,282.005,336.682,247.339,242.079,251.458,101.866,148.753,136.997,147.243,145.245,165.879,149.973,failed,failed,failed,167.632,163.359,105.661,106.738,139.159,144.579,138.445,87.3432,203.264,147.994,435.091,208.44,219.192,216.717
82468689404a6a420a2947500c7c4787,Circuit_multiplier36.cnf.xz,679.839,3224.2,3225.51,3216.99,3215.39,timeout,timeout,timeout,timeout,1428.2,timeout,timeout,2976.44,timeout,timeout,timeout,timeout,timeout,timeout,1332.93,1328.1,timeout,timeout,timeout,timeout,timeout,876.728,timeout,3384.68,3830.49,timeout,timeout,1646.88,4483.12,3253.39,3208.81,timeout,timeout,1925.04,3912.36,timeout,timeout,3724.72,timeout,timeout,timeout,timeout,timeout,timeout,1209.39,timeout,timeout,timeout,4783.9,timeout,1116.07,timeout,timeout,timeout,timeout,timeout
82c08db7bcd7fabf2b08e8f10937af3e,bvsmod_18.smt2.cnf.xz,4350.83,2897.8,2943.04,2881.45,2870.54,4557.82,4973.12,4114.07,timeout,4084.19,3206.66,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4454.74,timeout,4005.63,3370.89,2153.67,timeout,timeout,timeout,4773.96,3180.22,timeout,3331.74,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4635.95,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
85088d2b8de94d088631498f619c1bd6,sum_of_3_cubes_52_bits_39.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
85ba26d796de9ad740ce5a6813488fbc,sted2_0x1e3-216.cnf.xz,697.951,2357.19,2365.79,2348.49,2352.36,2919.44,453.903,3240.92,129.68,3207.5,3287.31,timeout,timeout,2403.93,timeout,timeout,timeout,timeout,timeout,1258.01,1251.08,845.76,844.034,1042.75,70.1085,1875.23,632.783,2627.04,2245.84,2067.72,16.8662,919.552,102.484,327.68,1080.66,489.306,637.066,1138.7,1212.85,312.119,786.12,780.862,984.983,186.759,1890.14,1903.09,860.418,1268.15,1134.96,1122.23,635.169,1402.74,976.895,1032.85,949.318,999.401,907.303,1257.86,714.665,107.24,1044.65
86173292a2c6a506acf27a81db853bb5,ktf_TF-7.tf_3_0.06_113.cnf.xz,130.143,19.1256,19.085,18.8789,18.5452,183.211,17.878,217.045,25.8109,50.187,182.269,timeout,timeout,15.9975,timeout,timeout,timeout,timeout,1416.21,timeout,timeout,timeout,timeout,70.9388,27.6284,timeout,0.327738,45.8672,20.0488,18.9477,5.00176,16.4826,4.22981,15.5663,63.4414,45.3205,66.392,0.97903,1.44112,1.44213,151.653,151.63,226.404,3615.14,failed,failed,failed,288.761,364.653,56.8494,80.0906,1.45037,1.45025,1.4446,1.49674,1.42466,1.3771,1.41802,1.40769,1.41806,1.41385
872d022f6406e00933b831ffd05e26a0,b2005-p4-12x12c10h7-Ser3-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
8833e4051c5a45aa3d704469f9f20908,MVD_ADS_S10_6_6.cnf.xz,1.4128,1.86889,1.77286,1.75919,1.74713,1.32924,1.35107,234.128,2610.44,1.33113,1.41514,267.069,247.801,145.568,267.558,264.555,266.765,267.681,146.58,timeout,timeout,timeout,timeout,1.34077,1.38451,1.4109,0.931214,1.26936,1.32809,1.29368,0.937515,0.962795,1.12185,1.06165,2.12983,1.8628,2.24512,431.016,431.243,434.044,507.298,512.097,406.208,439.97,0.696099,0.69214,0.7047,409.999,406.848,31.1507,31.4246,457.003,468.057,466.048,435.382,490.411,timeout,469.57,457.464,463.535,460.016
887e8caf9138890d880c6f7f70474994,at-least-two-sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf.xz,1096.64,638.26,643.562,598.107,616.413,954.917,862.849,1031.35,2146.21,1010.42,1067.04,188.632,1341.99,242.228,304.91,199.102,179.94,244.241,246.789,1349.61,1335.87,1948.65,1890.65,174.462,1083.92,1223.8,196.113,324.607,369.872,283.012,409.116,240.455,209.484,361.743,138.089,199.865,138.049,147.358,232.168,235.988,249.535,255.609,118.136,418.856,217.697,228.18,227.312,133.472,156.767,329.174,390.841,259.434,304.863,291.379,282.412,458.087,304.492,292.663,362.212,292.899,267.668
889f6aa7fd1664a350683f3de5f6a647,sp5-21-15-bin-stri-flat-noid.cnf.xz,217.864,456.928,456.429,433.09,420.842,239.581,220.518,264.38,644.795,203.89,368.051,46.9499,201.896,332.869,443.859,54.0151,47.0324,47.0577,12.7081,1932.58,1927.83,1248.84,1245.37,165.887,399.649,520.982,528.505,309.256,40.7697,658.619,476.29,79.5914,55.4898,180.172,183.004,160.958,186.391,240.346,112.633,83.3012,255.977,121.795,80.5107,31.0615,288.937,287.603,288.455,209.761,264.855,67.503,127.707,116.572,284.716,58.7096,193.21,126.741,149.804,199.232,146.289,214.345,126.067
88a3bb7820b1ca7f189765bb1208f34a,HCP-470-420.cnf.xz,1459.56,1397.95,1393.35,1386.37,1428.36,338.421,1817.36,1350.1,2308.38,2111.06,831.442,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2523.17,1900.7,2228.12,timeout,2120.62,2276.69,2844.96,2208.53,1922.9,2203.3,4138.2,2803.37,1663.96,timeout,4056.77,4787.52,4670,4576.91,2256.32,timeout,failed,failed,failed,3646.27,timeout,763.938,912.904,4771.38,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
8932cf87c4dfe7aeab8b3ca55eebee64,MVD_ADS_S5_6_6.cnf.xz,1.47941,1.73183,1.74462,1.71576,1.72437,1.528,1.61601,414.084,timeout,1.51374,1.7403,278.138,279.11,153.658,274.249,270.576,277.448,277.118,154.601,timeout,timeout,timeout,timeout,1.26745,1.51097,1.04211,1.1341,1.29759,1.5,1.53401,1.13908,1.39674,1.07344,1.31678,3.03086,2.64078,3.00792,850.683,854.622,861.52,983.016,970.827,808.79,864.689,0.898301,0.892986,0.899634,829.586,807.35,132.441,118.987,883.805,892.798,892.491,843.589,843.172,timeout,900.664,893.396,900.822,905.77
89656622f153983b0415cef2aadaadee,sp5-26-19-una-nons-tree-noid.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,897.354,timeout,timeout,1278.8,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,811.764,timeout,601.876,timeout,1753.03,timeout,timeout,timeout,23.6839,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4811.3,2273.55,timeout,timeout,timeout,1810.14,timeout,timeout,timeout,3283.66,208.689,825.78,4318.75,2788.5,655.777
89a3094a7829d3b9564944beaa931645,spg_200_300.cnf.xz,1228.27,143.025,142.89,141.88,142.283,1190.71,285.431,278.218,1381.13,239.873,152.934,timeout,3335.48,timeout,timeout,timeout,timeout,timeout,timeout,1267.14,1264,timeout,timeout,726.702,290.612,309.37,1908.01,timeout,50.8315,171.642,734.748,173.153,238.072,1531.33,149.384,45.1914,146.027,211.456,625.485,575.24,440.907,437.41,380.238,2592.29,failed,failed,failed,378.128,613.322,119.129,104.237,2092.78,3285.54,858.236,906.96,470.283,2916.71,1283.2,611.072,991.57,988.771
89b778a6b654bd3107b4fc10b3a0fdee,stb_531_83.apx_0.cnf.xz,64.7121,200.962,204.325,198.994,202.541,18.3528,164.162,17.8939,203.005,406.65,1324.27,264.945,23.9026,149.11,3.78519,55.4813,265.331,292.298,227.254,3191.3,3177.44,2418.5,2661.09,39.2889,74.0597,15.82,6.44061,21.9939,507.713,376.89,19.6132,2.24421,197.972,7.22758,117.253,290.393,119.098,58.2934,189.091,83.6734,114.696,112.374,665.51,715.41,114.097,117.752,905.84,659.879,671.381,224.036,573.057,333.082,384.464,348.615,662.345,305.827,1566.84,345.576,357.744,563.835,397.741
8ab56bb3b674e4afae5a61b2bf3a747a,satch2ways15.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,387.871,3974.47,378.546,376.71,388.678,383.23,407.128,timeout,1316.3,281.89,1344.65,3871.61,timeout,timeout,4893.13,4915.81,timeout,659.951,failed,failed,failed,timeout,timeout,3104.89,618.928,timeout,timeout,timeout,3790.79,timeout,timeout,timeout,timeout,timeout,timeout
8b505c40281af4d91b4fe7ccd717be9a,spg_400_281.cnf.xz,509.272,1470.93,1454.73,1455.82,1465.43,253.805,203.383,442.009,725.47,603.152,537.149,timeout,timeout,timeout,1923.94,932.359,timeout,timeout,1380.44,timeout,timeout,timeout,timeout,1240.61,514.766,442.853,74.1197,43.9349,138.947,160.419,206.006,72.2436,52.3825,62.8526,59.3897,101.181,48.5181,1081.76,143.731,152.994,308.155,311.793,52.599,200.332,failed,failed,failed,53.8497,542.01,190.49,138.162,354.278,213.699,336.19,222.602,317.547,147.09,1231.62,92.898,821.409,114.947
8ba338c1cc39e717d6dd4f2bdbc3fb83,at-least-two-hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,341.368,2453.62,1158.51,342.427,391.637,333.392,334.34,258.924,3617.13,3619.23,2099,2097.99,537.057,timeout,timeout,350.791,328.223,154.143,318.923,121.658,131.971,399.251,215.661,202.247,70.4089,203.089,286.373,367.048,361.08,364.74,374.851,244.553,418.221,failed,failed,failed,298.196,248.494,182.833,529.266,337.604,346.232,406.432,482.591,592.697,349.954,429.561,428.142,422.079,546.809
8d0d8d3bf320c710d2691ff31032dc01,sum_of_3_cubes_145_bits_74.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
8e27e1a8a840eb474fe3f07108bcf4c5,SC21_Timetable_C_181_E_34_Cl_12_S_4.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
912b89dd471295d3c72c66d0192dff72,randomG-B-Mix-n18-d05.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
916e8027cafecc698ed5404a005bc69f,SC21_Timetable_C_557_E_73_Cl_37_S_35.cnf.xz,3215.36,4201.05,4277.32,4282.7,4100.76,4610.15,455.88,254.33,262.435,timeout,3889.88,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,690.632,691.69,1148.12,1155.25,780.139,415.613,timeout,685.01,timeout,timeout,timeout,554.988,761.167,809.594,876.247,116.822,118.757,121.272,511.231,841.454,893.645,454.851,446.565,397.465,196.313,failed,failed,failed,400.675,409.448,465.401,997.497,744.234,1049.79,843.154,106.528,1288.61,293.763,543.616,539.859,1238.66,276.913
951a20a37a23488001f3aa2fa53e6baa,randomG-n16-d05.cnf.xz,3506.84,2388.55,2395.14,2369.52,2345.18,3107.1,3434.36,2958.91,2974.17,3843.76,2702.8,4371.75,1101.68,741.354,timeout,3287.52,4459.45,4383.32,3577.61,4905.78,4897.54,timeout,timeout,1133.88,timeout,3036.57,4233.55,2901.28,2304.88,1398.92,4000.89,4254.66,3824.55,2222.8,3059.64,3516.11,3085.62,963.229,1319.62,1214.79,1139.38,1314.1,1414.46,664.792,1582.57,1643.49,2272.14,2565.05,1405.72,2973.2,3280.93,1568.79,1739.91,1656.47,852.346,1217.86,1936.53,1094.29,1014.65,1172.52,1316.26
9754fc1acf450ee2ed2083a211cfa487,stb_792_333.apx_0.cnf.xz,4921.63,1873.81,1885.62,1831.15,1875.23,117.499,2618.81,3045.34,870.136,3041.84,timeout,240.729,1046.73,1599.92,timeout,1874.69,262.885,263.956,1067.52,94.828,93.7966,2707.04,2695.9,1017.39,778.274,2987.87,499.691,timeout,2834.77,3395.08,533.687,39.6852,631.119,49.3882,43.8881,155.102,44.5257,1875.55,1319.19,1976.54,1594.58,1586.54,2080.44,493.133,215.432,218.078,1941.47,2133.9,3042.86,1406.38,1407.72,1779.8,1091.6,702.386,743.1,762.718,1053.24,1187.83,335.913,1304.3,914.06
