hash,result,filename,painlessmaple,pakis,mallobparallel,pmcomsps,pmcomspscom,abcdparascavel,pmcomspsstrsc,mergehordesatparallel,plingeling
3c15c8fb5153b9d758a9eb16c66adc5d,sat,WS_500_16_70_10.apx_0.cnf.xz,178.10,200.04,49.17,102.17,108.16,memout,88.19,126.09,36.49
3cff772a004fbdf616a65ec099ec7bd5,sat,b2005-p1-12x12c10h7-Ser4-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3d8792b5f559f33ea583a09c33f683b1,sat,puzzle34_sat.cnf.xz,timeout,112.12,239.67,2674.00,1772.90,timeout,729.79,452.99,112.00
3dbec93f8c175baca8de46833656c7bf,sat,puzzle36_sat.cnf.xz,3953.45,329.16,524.12,timeout,timeout,timeout,timeout,1999.92,304.77
3dd4302478db90092c889a6db40ada5c,sat,sum_of_3_cubes_42_bits_96.cnf.xz,134.31,13.16,2332.60,1063.87,320.77,timeout,22.72,117.62,891.73
3e40fa8f358f7cd6fa72f3826d2cc74d,unsat,quad_res_r28_m29.cnf.xz,timeout,timeout,timeout,1917.59,timeout,timeout,2253.98,timeout,timeout
3e484a82136768ef3f36517dfdb509d6,unknown,Mycielski-10-hints-5.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
3f9fdded562e5b47d8b3dbcf4271a6ce,unsat,Mycielski-10-hints-7.cnf.xz,timeout,timeout,timeout,4593.49,timeout,timeout,4421.57,timeout,timeout
4106867bc76b8794330a205cf8a303ad,unsat,bvsub_19952.smt2.cnf.xz,2821.77,1224.94,788.56,407.04,417.92,908.04,458.56,4216.00,1376.30
41d15591fed06eb2e4e2f9ace5de25e9,unsat,ktf_TF-4.tf_4_0.04_35.cnf.xz,944.38,1190.24,405.27,177.53,251.54,1071.76,204.77,1357.84,779.14
430ba56a847b87445b66b9df28f14d05,sat,20-100-lambda100-14_sat.cnf.xz,73.51,43.22,72.75,24.72,24.75,memout,30.77,97.66,76.29
4513c58c16e72a34f9f8518db7baeb9e,unsat,ktf_TF-3.tf_3_0.02_24.cnf.xz,77.31,128.13,37.71,28.57,37.56,86.36,34.58,93.43,60.11
453e2197c9226f8c99b3a740c7711723,unsat,crafted_n12_d6_c3_num18.cnf.xz,433.95,204.12,43.39,180.12,216.26,174.96,193.43,297.98,60.63
462664d89a909e25001e8861f3310210,sat,20-100-frag12-14_sat.cnf.xz,138.98,71.50,73.56,46.68,49.69,memout,48.76,192.39,94.65
47752d6f7fca7e1caae7aa0d0138c067,sat,pb_300_06_lb_02.cnf.xz,147.31,44.53,184.25,48.66,12.76,memout,32.53,121.64,122.73
47daef729bd4001c2b485b68a4c2ccb7,sat,mp1-Nb7T44.cnf.xz,timeout,2.21,67.19,timeout,timeout,timeout,timeout,45.64,timeout
4a6268945652964c9b86b7c15425c0fe,unsat,spg_330_400.cnf.xz,250.02,85.35,348.93,144.73,153.80,1289.67,194.20,304.40,2921.81
4a669e0b7acaad9901925292aa5aeccd,unknown,143.smt2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
4a6a4f1f6c0d5adc639e823d1516ace5,unsat,at-least-two-traffic_f_unknown.cnf.xz,118.84,210.55,85.44,37.25,37.28,172.31,40.66,130.60,158.13
4b65652b89a4cf69d9aaeba0aff08ffe,unsat,at-least-two-aaai10-planning-ipc5-pathways-17-step20.cnf.xz,192.89,150.70,96.78,79.19,113.57,248.98,112.11,173.66,160.94
4ba2c1aa580b6497df6baf5e7e2c87be,sat,at-least-two-vmpc_28.cnf.xz,54.42,221.21,196.85,31.55,38.58,memout,29.58,74.16,26.69
4bed9fdbef6375a8c390006131d4e29c,sat,sum_of_3_cubes_51_bits_80.cnf.xz,timeout,69.24,timeout,timeout,timeout,timeout,3592.15,85.55,2245.25
4c6e57f5552d546278e192b6e332635a,sat,SE_PR_WS_500_16_70_10.apx_0.cnf.xz,687.31,133.04,216.21,145.18,105.16,memout,170.20,151.42,34.18
4d4cdde9fb75604e036fa38b786e5e5c,sat,b2005-p2-12x12c10h7-Ser7-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
4ef35e8c7b387e8c2fff1f552a04e3a2,unsat,LABS_n068_goal001.cnf.xz,1564.21,1162.54,535.38,271.92,619.12,1273.63,307.05,1000.68,445.78
4fe36c662bbfba878bdc49f70bec1ead,unsat,vlsat2_44_545.cnf.xz,timeout,1365.54,2624.59,2056.44,2281.46,2547.33,1587.08,timeout,1678.74
50468d740d0d9cd69c43e4122014d60e,sat,sted6_0x1e3-97.cnf.xz,25.13,8.05,37.31,35.23,25.21,memout,40.11,173.10,123.72
50d081a4b18eecdd0bc120f634d57a26,sat,randomG-n18-d05.cnf.xz,timeout,timeout,0.67,timeout,timeout,timeout,timeout,timeout,0.19
51925dbfcd5534b312265098fd439b12,unsat,bvsdiv_19.smt2.cnf.xz,673.62,878.25,131.19,129.97,166.98,798.74,130.55,729.89,961.66
519ec7e2da48149991957836b84dda06,unsat,crafted_n11_d6_c4_num14.cnf.xz,790.84,596.97,97.59,258.69,319.15,410.67,278.57,397.69,118.74
51d9e3f41c95dfe6e1b73a525b8784be,sat,sted2_0x0-343.cnf.xz,127.39,142.18,137.39,176.55,180.53,memout,160.59,200.22,583.32
52d591859e2047fa6c804d6424c55c74,unsat,satch2ways16.cnf.xz,4822.03,1739.27,3018.75,1748.61,3205.74,1904.55,1160.11,timeout,1691.33
52d6e2f25ada36c0b802f544b084a140,unsat,20-100-lambda100-89_unsat.cnf.xz,332.51,331.28,167.22,105.79,92.79,394.14,138.90,242.94,275.32
53c21f3e78f060883026b5a12ba691d8,sat,maximum_constrained_partition_14_bits_n200.cnf.xz,8.33,3.14,13.09,6.68,9.72,memout,13.68,39.03,130.68
54abc3873dfe2570d3f5b7d3b712fa85,unsat,14pipe_q0_k.cnf.xz,1093.89,516.85,501.35,419.94,489.74,1066.30,492.75,1196.28,637.35
557d7d4db5399188f62bc39598c6d868,sat,mp1-Nb7T46.cnf.xz,2.60,1.22,79.97,9.14,timeout,timeout,timeout,35.18,timeout
5584cc467c09d0cab489238275c2b92e,sat,sp5-21-15-one-stri-tree-noid.cnf.xz,99.15,7.05,11.68,7.24,8.24,memout,21.34,50.62,86.55
5593b61a1be6e0598236534041e71e74,unsat,spg_420_350.cnf.xz,82.22,54.38,43.23,124.87,135.25,226.02,145.54,124.22,30.32
564a68fffd2affabc1586d24a07b6c16,unsat,Mycielski-11-hints-2.cnf.xz,313.01,445.80,390.04,237.66,220.31,253.60,281.06,147.87,599.72
5696ebc151f271257ba3a98782667932,unsat,string_compare_safety_cbmc_unwinding_780.cnf.xz,2651.98,937.39,1032.38,501.71,507.41,3031.29,637.87,2100.91,2895.83
57ed70b2b94469babf71c5ee4290800e,sat,edit_distance025_448.cnf.xz,timeout,3049.57,2268.78,timeout,timeout,timeout,4379.22,161.00,2051.27
587ac25d93492c61eebb72cb258ba173,unsat,mp1-blockpuzzle_5x10_s5_free3.cnf.xz,40.56,89.18,16.49,21.61,19.60,66.88,26.60,54.55,61.38
58c58e6d9e00166bbeb845cd8d1f7ea8,sat,b2005-p4-14x14c17h9-Ser8-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,memout,timeout
594129eb92220cd847e7073b03840458,unsat,9dlx_vliw_at_b_iq5.cnf.xz,340.63,144.68,123.50,87.46,97.53,237.79,102.83,383.04,82.03
5952b9f18b73dabb531c60e3ac85d26f,unsat,ctl_4291_567_9_unsat.cnf.xz,257.52,544.26,49.93,59.65,56.65,200.94,66.55,277.06,139.25
59753830b55e81ed5e8a59609fdd4305,sat,b2005-p5-12x12c10h7-Ser5-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
5a7042323ef6e8a5c06845289e668def,sat,sted1_0x0-637.cnf.xz,382.89,869.45,220.90,219.19,234.18,memout,198.92,214.92,359.51
5a9ce84a8725164c40c90d2eb420bad9,sat,sted5_0x0_n90-157.cnf.xz,63.27,268.13,50.95,59.38,158.41,memout,87.42,342.79,426.74
5b4b384351127c913bd3941bc63f790f,unknown,quad_res_r35_m36.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
5bc585c5aaba7f9f8faae4cfd1e6b5e8,sat,sted4_0x0_n159-185.cnf.xz,339.30,5.10,137.52,148.47,128.44,memout,119.46,476.57,458.12
5c34b6844ed6a3fc57dccfc414af2851,unsat,SC21_Timetable_C_136_E_36_Cl_9_S_15.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
5cd4201889cc2a8764ee86def29d8ffa,sat,UCG-20-10p1-sc2009.cnf.xz,313.96,269.50,126.51,118.47,133.32,memout,113.41,467.58,195.95
5e933a625099cc1ec6a8299a7848a2ae,sat,Kakuro-easy-112-ext.xml.hg_7.cnf.xz,339.78,69.96,470.34,184.60,268.45,memout,248.06,459.72,394.53
5ea9d54e4eb8eeab1ff058471b9c83ca,sat,sp4-33-one-nons-flat-noid.cnf.xz,20.09,1.01,4.67,11.15,9.15,memout,3.14,28.03,20.28
5ee05ef0bcb42cb12bd698978c05178c,unsat,mp1-bsat201-707.cnf.xz,43.04,588.14,50.91,52.13,42.12,73.78,50.46,926.63,213.48
5f0edef6cc45f7e7157c4b3dee4cb88a,unsat,string_compare_safety_cbmc_unwinding_630.cnf.xz,1532.30,627.88,684.05,360.77,344.32,1739.04,430.37,966.76,1780.82
5f46b414cc65b2e992e59f49d1f02be1,unsat,satch2ways12wu.cnf.xz,40.16,7.05,8.50,12.28,14.29,79.72,16.94,26.57,18.76
5fb0d1f02c02c6a7fb485707b637d7e4,unsat,bvsub_12973.smt2.cnf.xz,1117.81,366.21,401.88,202.17,206.14,timeout,218.32,2107.31,674.35
603a2d6f8962be577c6609e70296b8ee,unsat,string_compare_safety_cbmc_unwinding_940.cnf.xz,3662.72,1214.52,1296.73,683.24,675.42,4592.36,747.75,3085.56,timeout
606bd8b9c178c8445d8c3fc413d46885,unsat,mp1-klieber2017s-1000-024-eq.cnf.xz,174.15,68.04,38.70,47.21,95.21,1012.76,memout,112.54,242.53
60e3c2ba930b94c6b300ceeaf0ea5831,sat,20-100-frag12-0_sat.cnf.xz,214.25,277.57,324.27,60.79,93.89,memout,134.50,214.94,310.75
613be3fce8fa3e517d10e292f0a2542d,unsat,string_compare_safety_cbmc_unwinding_690.cnf.xz,1831.82,738.18,844.29,399.96,437.46,2320.71,510.04,1855.57,2128.26
6221b4044bdfe3bf23f4c3390852767c,unsat,mp1-klieber2017s-1000-023-eq.cnf.xz,210.17,165.06,76.94,78.23,102.22,908.62,68.65,254.04,312.78
62269a9d08e3592f3fd7e2c8af1e3fe9,unsat,pb_300_10_lb_06.cnf.xz,60.25,28.49,19.99,38.45,32.49,141.66,42.99,69.78,19.56
62608c18d84e69d2b71f0048f6cb80be,sat,ex045_7.cnf.xz,1412.84,237.16,1329.11,303.12,374.24,memout,245.45,915.22,2864.15
65138afdf7eb054be5131f2b0de84369,unsat,satch2ways12u.cnf.xz,41.16,7.05,9.48,14.31,16.30,43.25,16.92,26.96,18.02
6598c721af124c67457841260ea66462,unsat,MVD_ADS_S7_6_6.cnf.xz,1047.23,2.01,2.52,4393.68,4640.81,1218.97,5561.88,11.13,490.95
65a5bf7228eb1d89159bc7aa431931b9,unsat,puzzle44_unsat.cnf.xz,timeout,2270.52,2163.36,timeout,timeout,timeout,timeout,3866.34,timeout
65ff91568676064c74212779c46f6943,unsat,rphp4_080_shuffled.cnf.xz,376.30,1060.23,86.18,149.21,145.20,674.52,143.23,timeout,1892.49
66ab346df72c5effa292342037bc3909,unsat,snw_13_8_pre.cnf.xz,803.41,2179.86,229.49,150.05,209.08,686.56,175.30,504.92,305.26
67133027ab55906e3b757148ca7011dd,sat,snw_16_9_Encpre.cnf.xz,timeout,919.61,timeout,1664.85,timeout,timeout,4926.03,3117.66,5323.46
67527c9e506ffa65596f017547164a49,unsat,dist10.c.cnf.xz,79.26,71.08,23.51,29.41,39.40,123.18,35.67,91.24,133.79
67df7bd97e841395a4c75281423986cf,sat,ktf_TF-6.tf_4_0.06_77.cnf.xz,309.42,25.12,26.71,timeout,1138.82,timeout,1339.77,40.89,71.18
68cd50e5bfe00ca94867aa0dcf44055c,unsat,satch2ways15wu.cnf.xz,852.34,316.10,558.36,245.38,1016.46,timeout,223.58,1501.14,1242.82
68dc114bb8e479d8cc81faed8b2fceb5,sat,Kakuro-easy-156-ext.xml.hg_7.cnf.xz,296.72,137.28,392.90,230.82,225.49,memout,231.33,447.71,569.23
6928072ce36429a1c094d89d333488a6,sat,erin2_0x0-379.cnf.xz,50.22,89.09,134.98,19.32,68.33,memout,20.41,53.85,129.20
69b0601bae0398d5a96942f725708fc3,unsat,20-100-p100-55_unsat.cnf.xz,2406.72,2086.41,732.80,295.83,657.71,2568.38,459.87,1624.87,602.61
6a3cc897a1b02977a34988536d887280,sat,sted12a_0x1e1-67.cnf.xz,31.08,179.07,149.38,767.34,2796.53,timeout,1245.39,349.15,42.44
6b1d903a4f4178e0b3bb7dc2c8a98be6,unsat,puzzle37_unsat.cnf.xz,timeout,702.22,597.71,timeout,timeout,timeout,timeout,323.58,267.19
6b4c426e44beb04af5cfe1c84a6390fb,sat,Circuit_multiplier33.cnf.xz,45.12,24.06,6.47,15.19,11.19,memout,17.21,53.90,38.54
6b6dd0a8429c4ac10d5a662f8d3fed95,sat,HCP-446-60.cnf.xz,739.73,47.28,281.92,231.15,149.16,memout,302.60,445.90,700.10
6c34b7032712e16b08d97a0449d610e2,sat,puzzle30_sat.cnf.xz,1276.45,69.11,120.94,469.63,976.69,memout,486.59,191.94,133.66
6d2916a0453dcc757ce187fe29c863aa,unsat,blocks-blocks-37-1.120-NOTKNOWN.cnf.xz,208.66,77.06,41.88,49.45,53.42,96.96,54.47,151.39,38.64
6e297bdb1c3f957f6333c37804805ecb,unsat,spg_200_301.cnf.xz,60.28,23.51,22.22,59.09,65.19,761.23,75.40,62.15,30.98
6fbed10d0ff5bea497d26c08ad2f8009,sat,scc_1213_40_10_3.apx_0.cnf.xz,337.42,18.80,8.21,373.09,383.10,memout,375.42,246.60,16.06
7029fb4ec7af44f5962539a33e55645e,unsat,bvsub_08985.smt2.cnf.xz,505.07,249.86,222.90,112.50,116.55,timeout,132.88,969.46,328.52
7042dbc5432e4d78f81ec4041e10a387,sat,mp1-blockpuzzle_9x9_s1_free8.cnf.xz,360.14,66.68,46.74,680.57,348.52,timeout,687.39,71.76,35.81
7083b70c1976162e2693d7a493717ffd,sat,battleship-14-26-sat.cnf.xz,208.18,1.01,0.88,206.17,171.16,memout,8.16,12.64,timeout
70903c09156674cc1b0c35794cfe3d06,unsat,20-100-lambda100-14_unsat.cnf.xz,51.46,65.22,49.32,17.70,16.71,55.18,23.75,65.64,61.72
715f24a25c666b1a4c9991b16b880ea6,sat,HCP-506-60.cnf.xz,270.70,33.28,294.16,105.14,902.48,memout,474.37,125.13,4388.37
71f0b3190b8b37d31e4e800e749336da,unknown,quad_res_r34_m36.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
747955bb7addf0fb6fe4d465a9cbd035,unsat,randomG-B-Mix-n15-d05.cnf.xz,16.03,71.02,6.89,10.11,10.11,23.50,11.13,33.13,52.74
74acaa627ddc5fdab40d62172f56a827,unsat,snw_13_8_pre-sc2016.cnf.xz,873.30,2108.90,245.16,161.16,204.19,730.58,175.34,545.37,332.35
772102b16ea3acaf7b516714b146b6ca,unsat,13pipe_k.cnf.xz,1294.84,785.22,670.88,509.00,488.77,1131.96,574.81,1797.42,1011.89
77a0ff05f77e03cfe3261b41143edaa3,unsat,dist4.c.cnf.xz,68.20,68.08,23.51,29.41,37.41,115.09,32.58,97.83,112.82
77b103479539a71c9fe27ac5333eea89,unsat,huck.col.11.cnf.xz,18.05,2.01,0.67,11.13,12.12,23.80,memout,44.92,0.20
7853e2d2e64015f2aa08678e5c43a339,sat,vlsat2_702_14170.cnf.xz,625.25,16.95,11.62,timeout,timeout,timeout,timeout,318.99,28.68
78b4757f584ac49ad29c072fc02fabb2,sat,ktf_TF-1.tf_4_0.06_101.cnf.xz,3266.41,5.17,195.65,timeout,1961.17,timeout,2792.36,23.51,464.63
790152d13323c14a7a1f0759ae3b5c28,unsat,mp1-bsat210-739.cnf.xz,65.05,3320.42,370.29,77.15,56.12,201.06,68.64,timeout,1652.93
79c0df739ce3d7895fc546a69dca4f3e,sat,pb_300_05_lb_16.cnf.xz,77.37,41.52,21.92,39.80,62.85,memout,67.77,216.48,105.09
79d2eae74f2b790d821578d9b7f675c0,unsat,Mycielski-10-hints-6.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
7a044c997ede14d00002f1db39d45170,sat,sum_of_3_cubes_37_bits_87.cnf.xz,57.30,162.18,224.77,239.70,94.68,memout,66.10,261.00,357.20
7ad04c4bd69b985c6568ecb0e49e0c59,sat,ktf_TF-8.tf_4_0.06_109.cnf.xz,324.62,47.20,264.32,timeout,timeout,timeout,timeout,48.94,239.65
7adc1ade3384505af00ff8f7be23f5bd,sat,ex175_20.cnf.xz,343.15,137.34,524.17,192.63,167.06,memout,203.87,589.04,1306.85
7c701181500b379f02aa3e050d6f5144,unsat,MVD_ADS_S6_6_6.cnf.xz,1081.23,2.01,4.30,2833.65,2374.51,908.50,3421.91,14.48,484.75
7df8389c5b329a2e118a50a94c254e7d,sat,blocks-blocks-36-0.180-SAT.cnf.xz,265.64,69.14,80.05,58.02,66.70,memout,58.98,329.45,468.46
7e36c51e4ba07b5d291864732d105a36,unsat,Mycielski-10-hints-9.cnf.xz,timeout,timeout,timeout,1315.50,4107.71,timeout,1412.62,5088.79,timeout
7eb9c20f8abef093eeb2bcd69e709b95,unsat,string_compare_safety_cbmc_unwinding_600.cnf.xz,1184.24,628.41,611.44,349.14,353.83,1597.68,409.36,1464.30,1525.93
7ecf9c45c29d706fd0020fbf177e6809,unsat,Mycielski-10-hints-10.cnf.xz,54.93,73.84,43.77,31.46,33.48,51.70,34.48,30.62,94.39
7efdf72de31fa82aeceb7acbc29a59bf,sat,vlsat2_113_1150.cnf.xz,33.89,1.65,2.89,33.69,30.65,memout,520.22,23.54,23.09
7f3b49026cf0ec9d2d76b0d9b2c61f8e,sat,HCP-424-60.cnf.xz,695.02,153.30,230.88,205.04,175.13,memout,273.22,267.82,846.90
81392be4e5fc7aa2232c1f460321e0c6,unsat,string_compare_safety_cbmc_unwinding_680.cnf.xz,1793.57,656.99,759.58,415.63,417.43,2273.49,484.19,1631.61,1993.97
8175dacde2d6517a91c1912847a34006,sat,IBM_FV_2004_rule_batch_30_SAT_dat.k75.cnf.xz,76.28,84.59,266.24,68.38,48.31,memout,65.43,260.56,195.77
81bced94e5f672f0bb0bab7dd298d11c,sat,toughsat_factoring_895s.cnf.xz,17.07,37.03,72.75,37.18,7.15,memout,4.81,16.81,140.26
8226a866770c4e3da127e54ca0dbd496,sat,SC21_Timetable_C_466_E_62_Cl_31_S_30.cnf.xz,201.22,118.13,timeout,238.31,251.19,memout,264.62,182.49,timeout
82468689404a6a420a2947500c7c4787,sat,Circuit_multiplier36.cnf.xz,410.19,891.19,190.25,246.28,437.30,timeout,181.31,1282.86,242.68
82c08db7bcd7fabf2b08e8f10937af3e,unsat,bvsmod_18.smt2.cnf.xz,2734.63,2052.41,695.58,362.04,883.09,4541.60,395.14,timeout,3251.90
82cad197a0b7919f1f51ec51f7267e6f,unsat,ex095_8.cnf.xz,timeout,4589.20,2765.82,1403.09,2295.09,timeout,1729.71,5147.66,3597.19
8390dca257561c53bf4eb6e158a2285f,sat,mp1-klieber2017s-0490-024-t12.cnf.xz,63.34,31.10,16.49,13.61,24.61,memout,6.64,78.99,35.70
85088d2b8de94d088631498f619c1bd6,sat,sum_of_3_cubes_52_bits_39.cnf.xz,timeout,timeout,timeout,3254.64,2891.47,timeout,timeout,timeout,timeout
85ba26d796de9ad740ce5a6813488fbc,sat,sted2_0x1e3-216.cnf.xz,92.34,49.13,58.73,103.44,111.42,memout,78.63,286.61,1719.79
86173292a2c6a506acf27a81db853bb5,sat,ktf_TF-7.tf_3_0.06_113.cnf.xz,117.66,1.25,46.11,108.43,99.46,memout,28.87,28.94,51.89
86f1d4b3e7609f8a9ce8ac2a0a7aaa96,sat,size_5_5_5_i223_r12.cnf.xz,317.25,17.03,50.94,67.20,146.22,timeout,570.34,42.34,385.80
872d022f6406e00933b831ffd05e26a0,sat,b2005-p4-12x12c10h7-Ser3-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,0.00
872eecaa7109fe1e31a510c903e9f877,unsat,ak128paralparalisc.cnf.xz,4581.85,timeout,656.72,3302.04,1930.36,timeout,2937.09,timeout,362.60
8833e4051c5a45aa3d704469f9f20908,unsat,MVD_ADS_S10_6_6.cnf.xz,442.12,1.63,1.90,978.06,1110.08,434.71,1794.62,7.40,157.81
887e8caf9138890d880c6f7f70474994,unsat,at-least-two-sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf.xz,167.40,198.50,65.81,27.34,31.52,111.17,40.94,112.84,60.94
889f6aa7fd1664a350683f3de5f6a647,sat,sp5-21-15-bin-stri-flat-noid.cnf.xz,17.12,7.04,26.11,2.21,17.24,memout,3.22,29.47,17.52
88a3bb7820b1ca7f189765bb1208f34a,sat,HCP-470-420.cnf.xz,2161.31,691.54,319.55,838.75,673.73,timeout,905.83,886.09,854.32
8932cf87c4dfe7aeab8b3ca55eebee64,unsat,MVD_ADS_S5_6_6.cnf.xz,578.02,1.90,3.68,1688.21,2204.20,716.45,2295.16,11.94,343.50
89656622f153983b0415cef2aadaadee,sat,sp5-26-19-una-nons-tree-noid.cnf.xz,1805.42,415.13,42.93,981.53,422.43,memout,396.48,308.81,634.48
89a3094a7829d3b9564944beaa931645,unsat,spg_200_300.cnf.xz,54.84,49.03,352.71,71.39,86.41,468.30,96.52,111.59,865.74
89b778a6b654bd3107b4fc10b3a0fdee,sat,stb_531_83.apx_0.cnf.xz,95.09,3.02,3.68,35.17,50.16,memout,4.66,98.00,35.99
8aa8fac9f1e094ea4c30a40450c04c3a,unsat,sokoban-p16.sas.ex.19-sc2016.cnf.xz,3849.32,timeout,timeout,2583.25,2701.90,timeout,2478.05,timeout,timeout
8ab56bb3b674e4afae5a61b2bf3a747a,unsat,satch2ways15.cnf.xz,626.38,307.11,529.61,191.38,297.39,4201.19,346.07,733.48,559.00
8b505c40281af4d91b4fe7ccd717be9a,unsat,spg_400_281.cnf.xz,79.02,40.57,74.87,111.27,143.49,864.75,143.18,116.33,114.60
8ba338c1cc39e717d6dd4f2bdbc3fb83,unsat,at-least-two-hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf.xz,157.92,96.19,181.23,133.95,134.24,232.24,147.15,183.06,166.77
8bf857909f1117a9e29a4788bf77d485,unsat,ctl_4291_567_11_unsat.cnf.xz,1251.78,timeout,543.20,370.72,363.70,1366.58,memout,937.98,817.21
8d0d8d3bf320c710d2691ff31032dc01,unknown,sum_of_3_cubes_145_bits_74.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
8e27e1a8a840eb474fe3f07108bcf4c5,unknown,SC21_Timetable_C_181_E_34_Cl_12_S_4.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
90fda6e7338d52aeb796636fde412daf,unsat,battleship-12-12-unsat.cnf.xz,38.05,157.03,16.51,27.12,29.11,52.94,27.35,98.55,57.88
912b89dd471295d3c72c66d0192dff72,sat,randomG-B-Mix-n18-d05.cnf.xz,timeout,timeout,2541.33,2966.62,2030.32,timeout,2078.42,timeout,timeout
916e8027cafecc698ed5404a005bc69f,sat,SC21_Timetable_C_557_E_73_Cl_37_S_35.cnf.xz,242.88,521.71,timeout,512.25,657.56,memout,573.49,278.13,timeout
91e0db01b254eb78f6643328045bfeb9,sat,sted5_0x1e3-20.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,5381.03,timeout
942f082cc964537c8a03a8a926ea6c4a,unsat,crafted_n12_d6_c4_num17.cnf.xz,441.20,202.40,64.84,315.59,297.36,306.57,338.38,396.91,90.97
951a20a37a23488001f3aa2fa53e6baa,unsat,randomG-n16-d05.cnf.xz,57.05,1259.13,0.66,53.13,53.12,138.23,55.15,316.76,0.18
9754fc1acf450ee2ed2083a211cfa487,sat,stb_792_333.apx_0.cnf.xz,14.08,205.05,8.29,148.19,90.18,memout,126.02,20.14,37.69
977dad9d1bfc9de725a4bbf65b407c77,sat,MVD_ADS_S11_6_7.cnf.xz,640.02,1.75,1.91,2320.60,2640.54,memout,2936.49,8.60,558.84
97f2d368a05228364b444ce71c1a5a24,sat,sp5-21-15-una-stri-flat-noid.cnf.xz,22.11,24.04,17.30,8.22,34.23,memout,6.24,12.72,131.62
9862d27fe2528635f363e0f7645b2c53,sat,Circuit_multiplier53.cnf.xz,timeout,4456.65,2544.11,3266.75,timeout,timeout,timeout,3126.01,memout
99ec9d5e50f24301638101b2a7dba6e0,unknown,sum_of_3_cubes_76_bits_84.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
99f78e77c6b2198f95424cee8234557d,sat,toughsat_factoring_426s.cnf.xz,27.07,19.03,31.72,29.17,58.18,memout,18.60,21.29,29.41
9a296539e33398c9ae36663371a63b39,sat,randomG-Mix-n17-d05.cnf.xz,500.21,timeout,314.28,260.18,271.17,1179.82,278.50,timeout,1154.46
9a910a91c04c8626904f860e09aa74a3,unsat,mp1-klieber2017s-2000-022-eq.cnf.xz,412.29,542.12,87.76,82.31,124.30,608.54,93.32,708.53,467.91
9b81119141db098dd4bfb24a1d244e68,unsat,Kakuro-easy-051-ext.xml.hg_4.cnf.xz,798.54,1076.70,757.46,195.00,247.81,604.29,245.90,627.87,757.61
9bd299393602718a39efb1dd62fbe1a3,sat,UR-20-5p1.cnf.xz,152.19,12.04,100.66,81.20,82.07,memout,98.35,193.44,103.94
9c2e734d6c0faeef8a89aa84436fc42d,unknown,satch2ways19u.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
9c4892c9ac4e9f5d83d33b5210e7af4e,unsat,MVD_ADS_S6_6_5.cnf.xz,76.44,1.34,1.07,74.89,76.90,102.06,88.03,4.25,16.36
9ccbe08418189ca1e7ee284564359d4d,sat,LABS_n089_goal008.cnf.xz,721.56,49.17,659.48,95.41,73.55,timeout,69.28,789.80,1725.61
9da32436de386f3b4f8e6ec1db552349,sat,HCP-529-420.cnf.xz,48.92,62.39,1072.38,89.61,timeout,timeout,104.68,142.64,4593.76
9dd246543ae101f829b5cfc226473675,sat,vlsat2_29736_3780419.dimacs.cnf.xz,341.78,5.23,3.40,timeout,19358.83,memout,1713.48,85.07,7.27
9e35558ea8ffba630cd8c8f90e14af14,unsat,string_compare_safety_cbmc_unwinding_730.cnf.xz,2509.63,925.40,787.32,453.74,473.76,2525.22,543.88,2005.63,2292.05
9e469bffc3f862d6321d84a4ef83969c,sat,edit_distance019_312.cnf.xz,timeout,409.15,timeout,timeout,timeout,timeout,timeout,1546.59,timeout
9ea8deb8313d93e60743638909f37d6c,sat,Circuit_multiplier29.cnf.xz,292.23,234.09,1028.17,224.28,702.35,timeout,164.24,738.76,600.08
9ef9243ff051b32795890fccd6c3f6b2,sat,sum_of_3_cubes_50_bits_91.cnf.xz,1369.85,1.20,16.68,1517.26,1033.19,timeout,1142.46,39.91,39.91
